date,Switch Value : 0.5,Switch Value : 1.0,Switch Value : 1.5,Switch Value : 2.0,Switch Value : 2.5,qqq_intraday,qqq_simple_investment
2018-10-17,7669.6128196056425,6200.021027120269,11017.164938810385,13442.741408494667,12802.678394317665,9814.928686824089,11248.526358110072
2018-10-18,8086.636684501457,6537.138009682363,11616.207004041209,14173.670610374991,13498.8051155217,9623.76472137102,10987.758175703657
2018-10-19,7892.132101049451,6379.902887696673,11336.807101119442,13832.757075414209,13838.07439869932,9537.769479577244,10977.604446542697
2018-10-22,7904.071786527589,6389.554783139482,11353.958095220985,13853.684090656892,13859.00945830401,9529.550433110062,11034.07399341214
2018-10-23,8258.50798029281,6676.076659250282,11863.094879416096,14474.91415932703,14480.478328327454,9676.425516676241,10993.468084512258
2018-10-24,9358.41343302526,7565.226750028408,13443.07552183833,16402.748708820734,16409.053939019876,9244.236966454657,10490.335541465001
2018-10-25,9880.462051632778,7987.244456616121,14192.982443159666,17317.75768615312,17324.414646561556,9417.65897459531,10853.25154034924
2018-10-26,9631.319677404479,7785.840814047167,13835.09701990813,16881.07899200991,16887.568092766374,9500.890485405376,10574.085541339893
2018-10-29,8725.256811710375,7053.390695465413,12533.565342746306,15292.99767814878,18637.450946949404,9165.1217528936,10356.45844732717
2018-10-30,9229.07209858769,7460.668800096593,13257.280639042952,14439.073949927275,17596.781097119743,9343.637385304251,10527.13217553131
2018-10-31,9027.450368456459,7297.680263942263,12967.657171946172,14709.54219914802,17926.39853600561,9410.13293295651,10774.57590290373
2018-11-01,8705.9786620216,7037.806475473389,12505.872868584716,14185.728559788824,18545.842420244204,9520.240958089096,10916.699086204415
2018-11-02,9010.882534685546,7284.287030128567,12943.857983952437,13686.1380958751,17892.698242322716,9400.912210356239,10746.6609043795
